h,k,l,Fo^2_raw,Fo^2_sigma_raw,asu_h,asu_k,asu_l,Resolution,xobs,yobs,zobs,frame,Fc^2,Fo^2_fcf,Fo^2_sigma_fcf,fcf_asu_count,Fo^2_scaled,Fo^2_sigma_scaled,SRES,absSRES,Miller,asu,hkl
8,11,-11,3144.5600000000004,2377.0499999999997,8,11,11,0.6807922168207128,477.6,249.2,1089.8,1090,8.08,8.175,3.745,12,2.5351502865522018,1.916382256547469,-2.8933944125726416,2.8933944125726416,"(8, 11, -11)","(8, 11, 11)","(8, 11, -11)"
5,12,-7,23281.0,10032.999999999998,5,12,7,0.8065792560748606,433.9,300.5,1089.8,1090,13.57,16.905,7.33,24,18.76918672921547,8.088623789966872,0.6427776670321272,0.6427776670321272,"(5, 12, -7)","(5, 12, 7)","(5, 12, -7)"
9,1,-12,6569.08,3392.5899999999997,1,12,9,0.7921748963276238,409.2,133.3,1091.1,1091,7.49,10.495000000000001,5.105,22,5.296004860579647,2.7351125469554187,-0.802158997757731,0.802158997757731,"(9, 1, -12)","(1, 12, 9)","(9, 1, -12)"
4,18,-6,957.5300000000001,1195.44,4,18,6,0.6141597810847986,468.8,374.9,1091.1,1091,0.81,1.18,1.53,24,0.771962517453103,0.9637660144999503,-0.03946754915054027,0.03946754915054027,"(4, 18, -6)","(4, 18, 6)","(4, 18, -6)"
-4,-18,5,2987.01,2089.63,4,18,5,0.6233455494126856,26.0,116.7,1091.2,1091,0.02,1.36,1.66,29,2.408133175208707,1.6846637028035962,1.4175726414918335,1.4175726414918335,"(-4, -18, 5)","(4, 18, 5)","(-4, -18, 5)"
-12,3,15,3223.330000000001,2052.37,3,15,12,0.6125328648995176,69.0,443.4,1091.4,1091,4.27,4.075,2.725,14,2.5986548112143857,1.6546246195369594,-1.0101053550462302,1.0101053550462302,"(-12, 3, 15)","(3, 15, 12)","(-12, 3, 15)"
6,4,-8,3327.6499999999996,2181.1800000000003,4,8,6,1.1057228911752557,381.8,206.8,1091.6,1092,0.01,3.78,2.38,23,2.6827577947456662,1.7584714879098924,1.5199324032955965,1.5199324032955965,"(6, 4, -8)","(4, 8, 6)","(6, 4, -8)"
-9,12,11,1400.8899999999996,1129.44,9,12,11,0.6402318063763733,197.1,494.1,1091.7,1092,0.72,1.595,1.54,16,1.1294001974610477,0.9105566882627517,0.4496152768282237,0.4496152768282237,"(-9, 12, 11)","(9, 12, 11)","(-9, 12, 11)"
-8,6,10,9162.22,4226.099999999999,6,10,8,0.8420934657150597,161.0,419.9,1092.1,1092,10.01,11.469999999999999,5.07,24,7.3865992884391805,3.4070899031973494,-0.7699828258417587,0.7699828258417587,"(-8, 6, 10)","(6, 10, 8)","(-8, 6, 10)"
0,-12,0,70034.0,28273.0,0,12,0,0.992416666666667,144.1,125.1,1092.5,1092,0.19,79.05,32.16,4,56.46154475296921,22.79374667733813,2.468727302691101,2.468727302691101,"(0, -12, 0)","(0, 12, 0)","(0, -12, 0)"
2,12,-3,3737.4900000000002,2245.05,2,12,3,0.9504416707124915,381.2,343.1,1092.7,1093,1.67,3.715,2.425,30,3.0131715866404165,1.8099636040730722,0.7420986718284253,0.7420986718284253,"(2, 12, -3)","(2, 12, 3)","(2, 12, -3)"
-12,2,15,2957.2,1987.4399999999998,2,15,12,0.6166246462991831,60.4,432.9,1092.8,1093,4.23,4.055,2.6550000000000002,16,2.384100296191572,1.6022779293463336,-1.1520471386393514,1.1520471386393514,"(-12, 2, 15)","(2, 15, 12)","(-12, 2, 15)"
9,2,-12,25185.999999999996,10752.0,2,12,9,0.7869688712819666,417.7,143.8,1092.8,1093,29.8,40.84,17.15,21,20.305001372880064,8.668282965187267,-1.0953724820997246,1.0953724820997246,"(9, 2, -12)","(2, 12, 9)","(9, 2, -12)"
3,-16,-4,3926.97,1920.37,3,16,4,0.7104313786511982,162.7,41.0,1093.4,1093,1.4,3.39,2.49,30,3.165930725055937,1.5482059670625623,1.1406303570877379,1.1406303570877379,"(3, -16, -4)","(3, 16, 4)","(3, -16, -4)"
-4,-17,5,2206.7300000000005,1756.4400000000003,4,17,5,0.6555688739444916,34.3,127.3,1093.6,1094,4.24,4.725,2.775,28,1.7790699467789899,1.4160452875161387,-1.737889370429449,1.737889370429449,"(-4, -17, 5)","(4, 17, 5)","(-4, -17, 5)"
3,4,-4,313072.0,125398.99999999997,3,4,4,1.8598733303314101,329.2,249.6,1093.7,1094,268.0,322.09000000000003,128.935,12,252.39924520806434,101.09691364876467,-0.15431484729728231,0.15431484729728231,"(3, 4, -4)","(3, 4, 4)","(3, 4, -4)"
-1,10,1,143601.99999999997,57569.0,1,10,1,1.1791667089309217,312.1,364.6,1094.0,1094,136.79,148.05,59.42,12,115.77220706536659,46.41223791135284,-0.45285023693055465,0.45285023693055465,"(-1, 10, 1)","(1, 10, 1)","(-1, 10, 1)"
5,13,-7,9622.09,4654.029999999999,5,13,7,0.763962706197695,442.3,310.7,1094.1,1094,5.97,7.14,3.86,23,7.757347362025553,3.752087887692567,0.47636073981324667,0.47636073981324667,"(5, 13, -7)","(5, 13, 7)","(5, 13, -7)"
9,3,-12,4431.55,2717.69,3,12,9,0.7785156844535447,426.1,154.1,1094.1,1094,4.8,7.08,3.8,19,3.5727240861584475,2.1910068760844292,-0.5601424291441885,0.5601424291441885,"(9, 3, -12)","(3, 12, 9)","(9, 3, -12)"
-12,1,15,1135.83,1392.38,1,15,12,0.6191194291633625,52.1,422.6,1094.7,1095,0.66,1.47,1.82,17,0.9157083184848076,1.1225394191841003,0.22779451136839815,0.22779451136839815,"(-12, 1, 15)","(1, 15, 12)","(-12, 1, 15)"
6,5,-8,11965.000000000002,5394.9299999999985,5,8,6,1.0651733417618001,390.1,217.6,1095.1,1095,17.7,19.09,8.59,23,9.646205885273963,4.349402884800756,-1.851701101976663,1.851701101976663,"(6, 5, -8)","(5, 8, 6)","(6, 5, -8)"
-4,-16,5,2265.27,1901.2099999999998,4,16,5,0.691030268258802,43.0,137.9,1095.4,1095,0.83,1.76,1.775,28,1.8262650067475592,1.5327591384155208,0.6499814496473604,0.6499814496473604,"(-4, -16, 5)","(4, 16, 5)","(-4, -16, 5)"
-12,0,15,6372.15,3416.0099999999998,0,15,12,0.6199577767771367,43.6,412.2,1095.5,1096,8.44,8.865,4.615,8,5.137239517914623,2.7539937957504974,-1.1992621360228348,1.1992621360228348,"(-12, 0, 15)","(0, 15, 12)","(-12, 0, 15)"
0,-11,0,22323.0,9274.0,0,11,0,1.0826363636363638,152.7,135.9,1095.9,1096,344.72,40.17,16.805,4,17.996845296863405,7.47671653823909,-43.69874837866813,43.69874837866813,"(0, -11, 0)","(0, 11, 0)","(0, -11, 0)"
8,13,-11,1248.6699999999998,1693.6299999999999,8,13,11,0.6329562087118609,494.7,268.7,1096.2,1096,3.75,3.335,2.32,16,1.0066801423121634,1.3654077453804043,-2.009157972751608,2.009157972751608,"(8, 13, -11)","(8, 13, 11)","(8, 13, -11)"
9,4,-12,3070.0399999999995,2144.9800000000005,4,12,9,0.7671261263807496,434.2,164.8,1096.3,1096,5.4,6.465,3.825,20,2.4750721200189276,1.7292869786707017,-1.69140687234542,1.69140687234542,"(9, 4, -12)","(4, 12, 9)","(9, 4, -12)"
-12,-1,15,1213.5399999999997,1470.09,1,15,12,0.6191194291633625,35.6,401.6,1096.4,1096,0.66,1.47,1.82,17,0.9783582691195454,1.185189369818838,0.2686138411519907,0.2686138411519907,"(-12, -1, 15)","(1, 15, 12)","(-12, -1, 15)"
-8,5,10,14998.999999999998,6514.79,5,10,8,0.8662522849401447,152.5,409.6,1096.4,1096,9.24,11.88,5.42,23,12.092222488359727,5.252236158739987,0.5430491703259542,0.5430491703259542,"(-8, 5, 10)","(5, 10, 8)","(-8, 5, 10)"
1,18,-2,2568.66,1609.54,1,18,2,0.656564423301544,416.9,417.0,1096.7,1097,0.97,1.355,1.47,26,2.070858605037009,1.2976142265427373,0.8483712512693785,0.8483712512693785,"(1, 18, -2)","(1, 18, 2)","(1, 18, -2)"
-2,16,2,5804.76,2625.08,2,16,2,0.732948283036437,347.5,438.8,1097.1,1097,10.07,8.73,3.96,13,4.6798086146763795,2.116344516950687,-2.546934746281301,2.546934746281301,"(-2, 16, 2)","(2, 16, 2)","(-2, 16, 2)"
-4,5,5,184053.0,73728.0,4,5,5,1.4658965660728738,219.7,355.1,1097.1,1097,137.25,158.885,63.915,12,148.38388063538056,59.439654618426964,0.18731401968693362,0.18731401968693362,"(-4, 5, 5)","(4, 5, 5)","(-4, 5, 5)"
-12,-2,15,1985.31,1755.3700000000001,2,15,12,0.6166246462991831,26.8,391.2,1097.2,1097,4.23,4.055,2.6550000000000002,16,1.600560719272315,1.4151826514695658,-1.8580211381175433,1.8580211381175433,"(-12, -2, 15)","(2, 15, 12)","(-12, -2, 15)"
-12,-4,15,1694.7,1804.3400000000001,4,15,12,0.6069388402830684,11.0,369.9,1097.8,1098,0.01,0.83,1.44,15,1.3662703814269772,1.4546623591337418,0.9323609516057338,0.9323609516057338,"(-12, -4, 15)","(4, 15, 12)","(-12, -4, 15)"
6,6,-8,1118.8,1300.83,6,8,6,1.0211883252310692,398.2,227.2,1097.9,1098,0.31,2.455,1.5750000000000002,12,0.901978699911785,1.0487316340778041,0.5644711007810287,0.5644711007810287,"(6, 6, -8)","(6, 8, 6)","(6, 6, -8)"
-12,-3,15,3502.23,2361.08,3,15,12,0.6125328648995176,18.6,380.6,1097.9,1098,4.27,4.075,2.725,14,2.8235045246621837,1.9035072120018925,-0.7599106881326477,0.7599106881326477,"(-12, -3, 15)","(3, 15, 12)","(-12, -3, 15)"
-4,-15,5,14360.0,6457.3099999999995,4,15,5,0.730187639392646,51.3,147.9,1098.2,1098,8.57,12.725,5.859999999999999,26,11.577059466154124,5.205895672798864,0.5776257641631584,0.5776257641631584,"(-4, -15, 5)","(4, 15, 5)","(-4, -15, 5)"
5,14,-7,7843.3,4012.129999999999,5,14,7,0.724758659703225,450.7,321.2,1098.6,1099,5.21,6.93,3.79,22,6.323283461760908,3.2345868799401765,0.3441810355025919,0.3441810355025919,"(5, 14, -7)","(5, 14, 7)","(5, 14, -7)"
0,-10,0,354801.0,142005.0,0,10,0,1.1909000000000003,161.0,146.0,1099.1,1099,537.77,475.69,190.675,4,286.0412448224895,114.48470261080894,-2.198798175099979,2.198798175099979,"(0, -10, 0)","(0, 10, 0)","(0, -10, 0)"
2,13,-3,4596.549999999999,2487.76,2,13,3,0.8827538112117057,389.6,353.4,1099.1,1099,11.57,14.67,6.54,30,3.7057474017514433,2.005636870300807,-3.921075003507026,3.921075003507026,"(2, 13, -3)","(2, 13, 3)","(2, 13, -3)"
9,5,-12,707.69,1302.9599999999998,5,12,9,0.7531912930989046,443.2,175.0,1099.1,1099,0.09,1.85,1.78,22,0.5705410315879257,1.0504488441518227,0.4574625735115498,0.4574625735115498,"(9, 5, -12)","(5, 12, 9)","(9, 5, -12)"
8,14,-11,4206.9400000000005,2742.17,8,14,11,0.6101165522661072,503.0,278.7,1099.6,1100,4.46,4.065,2.41,14,3.391643074550309,2.2107426989069534,-0.48325701854761915,0.48325701854761915,"(8, 14, -11)","(8, 14, 11)","(8, 14, -11)"
-8,4,10,24398.999999999996,10198.999999999998,4,10,8,0.8876444514681666,144.3,399.2,1099.7,1100,15.09,21.03,9.27,21,19.670520467597104,8.222453307472554,0.5570746705772514,0.5570746705772514,"(-8, 4, 10)","(4, 10, 8)","(-8, 4, 10)"
-9,11,11,5674.889999999999,2731.53,9,11,11,0.6626344854445095,188.3,484.2,1100.2,1100,0.07,5.96,3.31,11,4.575107172276001,2.202164710555987,2.0457630397403754,2.0457630397403754,"(-9, 11, 11)","(9, 11, 11)","(-9, 11, 11)"
-4,-14,5,20258.0,8759.84,4,14,5,0.7735726777515565,59.8,158.7,1100.9,1101,1.26,4.215,2.51,26,16.332038347169238,7.0621997628130595,2.1341846525686,2.1341846525686,"(-4, -14, 5)","(4, 14, 5)","(-4, -14, 5)"
9,6,-12,1481.7999999999997,1647.86,6,12,9,0.7371485941168371,450.5,185.0,1101.1,1101,1.16,2.4050000000000002,1.9,24,1.1946299942163772,1.3285078838368198,0.026066833804827338,0.026066833804827338,"(9, 6, -12)","(6, 12, 9)","(9, 6, -12)"
6,7,-8,281.98999999999995,946.3480000000002,6,8,7,0.9756232941461255,406.8,237.7,1101.2,1101,0.0,2.15,1.53,21,0.2273408773579945,0.7629475676654613,0.2979770655192381,0.2979770655192381,"(6, 7, -8)","(6, 8, 7)","(6, 7, -8)"
-8,3,10,2758.14,1825.6299999999999,3,10,8,0.9054245036400924,136.1,389.2,1101.6,1102,0.36,3.95,2.33,19,2.22361774345253,1.4718263978548016,1.2661939928301107,1.2661939928301107,"(-8, 3, 10)","(3, 10, 8)","(-8, 3, 10)"
-8,-12,10,1142.22,1486.0500000000002,8,12,10,0.6785782525289142,9.8,233.1,1101.8,1102,3.37,4.915,2.8499999999999996,24,0.9208599487068637,1.198056352345288,-2.0442611455619386,2.0442611455619386,"(-8, -12, 10)","(8, 12, 10)","(-8, -12, 10)"
3,-15,-4,2447.3,1313.6,3,15,4,0.7531912930989046,170.9,51.7,1102.0,1102,6.92,10.61,4.97,29,1.9730179409135786,1.0590268325027894,-4.671252802344261,4.671252802344261,"(3, -15, -4)","(3, 15, 4)","(3, -15, -4)"
1,19,-2,4814.7699999999995,2564.4,1,19,2,0.6224934019884274,425.0,427.4,1102.5,1102,2.43,2.3600000000000003,1.74,26,3.881676783137527,2.067424184888972,0.7021668769031484,0.7021668769031484,"(1, 19, -2)","(1, 19, 2)","(1, 19, -2)"
0,-9,0,131998.99999999997,53002.0,0,9,0,1.3232222222222225,169.4,156.5,1102.6,1103,212.19,151.14999999999998,60.714999999999996,4,106.41784627248452,42.73031377612123,-2.475342312759323,2.475342312759323,"(0, -9, 0)","(0, 9, 0)","(0, -9, 0)"
5,15,-7,8397.91,4297.42,5,15,7,0.6887152524785957,458.9,331.5,1102.7,1103,6.77,8.1,4.1,23,6.77041110455504,3.464588223610032,0.00011865899452040041,0.00011865899452040041,"(5, 15, -7)","(5, 15, 7)","(5, 15, -7)"
9,7,-12,1274.2199999999998,1654.2500000000002,7,12,9,0.7194490009469079,458.9,195.5,1103.0,1103,2.76,4.449999999999999,2.565,24,1.027278601181261,1.333659514058876,-1.299223212936376,1.299223212936376,"(9, 7, -12)","(7, 12, 9)","(9, 7, -12)"
-4,-13,5,12347.999999999998,5719.6,4,13,5,0.8217990746208098,68.3,168.9,1103.1,1103,21.6,24.53,10.350000000000001,26,9.954981217832248,4.61115245979214,-2.525403114234198,2.525403114234198,"(-4, -13, 5)","(4, 13, 5)","(-4, -13, 5)"
3,6,-4,31551.999999999996,13030.0,3,6,4,1.5247912031208586,345.9,268.6,1103.3,1103,48.89,62.7,25.41,24,25.437282749031677,10.504810922283303,-2.232569193722403,2.232569193722403,"(3, 6, -4)","(3, 6, 4)","(3, 6, -4)"
-8,-11,10,465.29999999999995,1238.02,8,11,10,0.7054282785233033,18.7,244.0,1103.9,1104,0.31,1.66,1.66,21,0.37512574997225023,0.9980940919420702,0.06525011068398365,0.06525011068398365,"(-8, -11, 10)","(8, 11, 10)","(-8, -11, 10)"
-8,2,10,4294.23,2383.4300000000003,2,10,8,0.9187992973492766,127.5,378.3,1104.4,1104,3.32,9.43,4.65,19,3.4620164395085666,1.9215258247503988,0.07390816073315817,0.07390816073315817,"(-8, 2, 10)","(2, 10, 8)","(-8, 2, 10)"
2,14,-3,42208.0,17351.0,2,14,3,0.8237627550181085,397.9,363.7,1104.5,1104,31.28,37.260000000000005,15.385,30,34.0281703306012,13.988409386994443,0.19646053061302857,0.19646053061302857,"(2, 14, -3)","(2, 14, 3)","(2, 14, -3)"
6,8,-8,1346.6,1343.41,6,8,8,0.9299366651657051,415.4,248.5,1104.7,1105,0.07,2.1,1.705,12,1.0856314956213886,1.0830597115199243,0.9377428454023928,0.9377428454023928,"(6, 8, -8)","(6, 8, 8)","(6, 8, -8)"
-4,4,5,178944.0,71695.0,4,5,4,1.577385584028761,211.4,344.8,1105.1,1105,312.3,282.43,113.05,11,144.26499506347378,57.80064612993871,-2.9071475180186606,2.9071475180186606,"(-4, 4, 5)","(4, 5, 4)","(-4, 4, 5)"
9,8,-12,11326.0,5563.12,8,12,9,0.700529411764706,467.6,206.2,1105.2,1105,14.73,14.89,6.75,24,9.131042863068357,4.484997984495218,-1.2483745045789136,1.2483745045789136,"(9, 8, -12)","(8, 12, 9)","(9, 8, -12)"
0,-8,0,424526.0000000001,169789.0,0,8,0,1.4886250000000003,177.8,166.9,1105.3,1105,526.42,454.405,181.905,4,342.2536731844392,136.88421655284418,-1.345416816148875,1.345416816148875,"(0, -8, 0)","(0, 8, 0)","(0, -8, 0)"
-4,-12,5,34692.0,14476.999999999998,4,12,5,0.875567093451516,76.7,179.4,1105.3,1105,3.52,4.055,2.615,24,27.96875675486204,11.671385089938248,2.0947605246903387,2.0947605246903387,"(-4, -12, 5)","(4, 12, 5)","(-4, -12, 5)"
-1,11,1,29145.999999999996,11901.000000000002,1,11,1,1.0737983679254455,320.4,375.0,1105.4,1105,8.74,27.515,11.280000000000001,12,23.49756094711198,9.594608962862134,1.53810968265972,1.53810968265972,"(-1, 11, 1)","(1, 11, 1)","(-1, 11, 1)"
-1,-19,1,6100.7,3079.62,1,19,1,0.6250603959799322,69.8,63.9,1105.4,1105,1.73,2.39,2.0,13,4.918396008716328,2.4827955343424484,1.2841959656419122,1.2841959656419122,"(-1, -19, 1)","(1, 19, 1)","(-1, -19, 1)"
-8,-9,10,1209.28,1426.4399999999998,8,10,9,0.7608381012584287,35.3,264.3,1106.0,1106,0.35,1.71,1.73,24,0.9749238489715082,1.1499986563301452,0.5434126775119493,0.5434126775119493,"(-8, -9, 10)","(8, 10, 9)","(-8, -9, 10)"
-8,1,10,2855.0099999999998,1884.1800000000003,1,10,8,0.9271143926019579,118.9,367.9,1106.4,1106,0.09,2.92,2.11,21,2.301714522734309,1.5190295198424986,1.4560049649091955,1.4560049649091955,"(-8, 1, 10)","(1, 10, 8)","(-8, 1, 10)"
-4,-11,5,16691.0,7302.529999999999,4,11,5,0.9356594063500664,85.2,189.9,1106.5,1106,4.0,10.44,5.005,24,13.456316124622457,5.887313653438333,1.6062191826827066,1.6062191826827066,"(-4, -11, 5)","(4, 11, 5)","(-4, -11, 5)"
-9,10,11,15382.0,6590.37,9,11,10,0.6852859436055226,179.8,473.8,1106.6,1107,2.76,4.550000000000001,2.84,24,12.400997820918017,5.313168899300707,1.8145475898925247,1.8145475898925247,"(-9, 10, 11)","(9, 11, 10)","(-9, 10, 11)"
-8,-8,10,5441.77,2960.4,8,10,8,0.7886927920143805,43.5,274.2,1106.9,1107,3.74,6.4,3.23,11,4.387165382390914,2.3866801423121635,0.27115714875976393,0.27115714875976393,"(-8, -8, 10)","(8, 10, 8)","(-8, -8, 10)"
5,16,-7,1326.38,1491.3799999999999,5,16,7,0.6555688739444917,467.1,342.1,1107.0,1107,0.29,0.97,1.62,23,1.0693300929469016,1.202353408539898,0.648170568995431,0.648170568995431,"(5, 16, -7)","(5, 16, 7)","(5, 16, -7)"
-8,-7,10,3642.75,2253.5600000000004,7,10,8,0.8159912345336077,51.9,284.6,1107.5,1108,0.0,1.365,1.48,24,2.9367920174326554,1.8168243823500203,1.6164424288681016,1.6164424288681016,"(-8, -7, 10)","(7, 10, 8)","(-8, -7, 10)"
-8,0,10,12125.0,5420.48,0,10,8,0.9299366651657051,110.6,357.6,1107.5,1108,8.71,12.985,6.105,12,9.775198191303534,4.370001343669854,0.24375237157455837,0.24375237157455837,"(-8, 0, 10)","(0, 10, 8)","(-8, 0, 10)"
9,9,-12,9687.019999999999,4862.669999999999,9,12,9,0.6807922168207128,476.0,216.6,1107.5,1108,10.14,11.71,5.574999999999999,12,7.809694052216177,3.92029385475513,-0.5944212434374718,0.5944212434374718,"(9, 9, -12)","(9, 12, 9)","(9, 9, -12)"
3,7,-4,63966.0,25985.0,3,7,4,1.3843931298001442,354.3,279.0,1107.6,1108,61.93,74.28999999999999,30.105,24,51.56951154679768,20.949156701115243,-0.49455396229151194,0.49455396229151194,"(3, 7, -4)","(3, 7, 4)","(3, 7, -4)"
-8,-6,10,4762.61,2737.9200000000005,6,10,8,0.8420934657150597,60.0,295.1,1108.5,1108,10.01,11.469999999999999,5.07,24,3.8396252913718865,2.2073163407780436,-2.795419303810869,2.795419303810869,"(-8, -6, 10)","(6, 10, 8)","(-8, -6, 10)"
-8,-1,10,6476.470000000001,3259.52,1,10,8,0.9271143926019579,102.1,347.1,1108.6,1109,0.09,2.92,2.11,21,5.221342501445906,2.627831258434449,1.952691020390306,1.952691020390306,"(-8, -1, 10)","(1, 10, 8)","(-8, -1, 10)"
-4,-10,5,26900.0,11412.0,4,10,5,1.0029187227981176,93.5,200.2,1108.6,1109,13.69,18.445,8.085,22,21.68683145122186,9.200376227559252,0.8691852651925,0.8691852651925,"(-4, -10, 5)","(4, 10, 5)","(-4, -10, 5)"
-8,-5,10,3622.52,2423.8900000000003,5,10,8,0.8662522849401447,68.8,305.3,1108.8,1109,9.24,11.88,5.42,23,2.9204825527390414,1.954144754137627,-3.23390446581824,3.23390446581824,"(-8, -5, 10)","(5, 10, 8)","(-8, -5, 10)"
-8,-3,10,7423.879999999999,3715.13,3,10,8,0.9054245036400924,85.4,326.1,1108.9,1109,0.36,3.95,2.33,19,5.985146255542637,2.9951449118727833,1.8780881797219569,1.8780881797219569,"(-8, -3, 10)","(3, 10, 8)","(-8, -3, 10)"
-8,-4,10,16031.0,7104.529999999999,4,10,8,0.8876444514681666,77.0,315.8,1109.1,1109,15.09,21.03,9.27,21,12.92422286225047,5.727685674726737,-0.3781243002397922,0.3781243002397922,"(-8, -4, 10)","(4, 10, 8)","(-8, -4, 10)"
-8,-2,10,12881.0,5754.73,2,10,8,0.9187992973492766,93.8,336.7,1109.2,1109,3.32,9.43,4.65,19,10.384686837293264,4.639474332984757,1.522734329418797,1.522734329418797,"(-8, -2, 10)","(2, 10, 8)","(-8, -2, 10)"
3,-14,-4,9779.640000000001,4081.3200000000006,3,14,4,0.8010860303702088,179.6,61.6,1109.2,1109,8.73,12.344999999999999,5.8149999999999995,28,7.884364473369048,3.290367990278841,-0.25700332884629407,0.25700332884629407,"(3, -14, -4)","(3, 14, 4)","(3, -14, -4)"
2,15,-3,5584.409999999999,2825.2,2,15,3,0.7719458143782728,406.3,374.0,1109.3,1109,5.07,5.92,3.34,29,4.502162023216277,2.2776816437171745,-0.24930524349180427,0.24930524349180427,"(2, 15, -3)","(2, 15, 3)","(2, 15, -3)"
0,-7,0,33500.0,13647.0,0,7,0,1.7012857142857147,185.9,177.1,1109.5,1110,3.57,91.88,37.129999999999995,4,27.007764074941722,11.00223750240984,2.1302725077338227,2.1302725077338227,"(0, -7, 0)","(0, 7, 0)","(0, -7, 0)"
-2,17,2,1196.5100000000002,965.296,2,17,2,0.691030268258802,356.6,449.0,1109.5,1110,0.1,1.45,1.85,13,0.9646286505465231,0.7782234815070134,1.1110287354375223,1.1110287354375223,"(-2, 17, 2)","(2, 17, 2)","(-2, 17, 2)"
-1,-18,1,3050.8799999999997,1844.79,1,18,1,0.6595785068878961,78.5,74.4,1109.7,1110,1.59,1.95,2.06,13,2.4596252913718866,1.487273226501843,0.5847111854607226,0.5847111854607226,"(-1, -18, 1)","(1, 18, 1)","(-1, -18, 1)"
9,10,-12,4228.23,2666.59,9,12,10,0.6605924636846255,484.6,226.7,1109.7,1110,0.14,1.905,1.555,22,3.408807113271368,2.1498099583462342,1.520509801613318,1.520509801613318,"(9, 10, -12)","(9, 12, 10)","(9, 10, -12)"
-4,-9,5,21695.000000000004,9457.09,4,9,5,1.0781901996203536,102.0,210.8,1110.3,1110,0.63,6.39,3.3,25,17.490550495697338,7.624324046432556,2.2114157783713875,2.2114157783713875,"(-4, -9, 5)","(4, 9, 5)","(-4, -9, 5)"
5,17,-7,1142.22,1593.57,5,17,7,0.6250603959799322,475.7,353.0,1110.6,1111,1.55,1.93,1.86,23,0.9208599487068637,1.2847391819971605,-0.48970254827530185,0.48970254827530185,"(5, 17, -7)","(5, 17, 7)","(5, 17, -7)"
6,10,-8,3852.459999999999,2456.8899999999994,6,10,8,0.8420934657150596,431.9,267.8,1110.6,1111,10.01,11.469999999999999,5.07,24,3.1058606205417902,1.9807494172562254,-3.4856197958760298,3.4856197958760298,"(6, 10, -8)","(6, 10, 8)","(6, 10, -8)"
0,-6,0,174473.0,69874.0,0,6,0,1.984833333333334,194.7,187.9,1111.3,1111,1703.71,207.565,83.125,4,140.66046631185992,56.33255244693964,-27.746826049829657,27.746826049829657,"(0, -6, 0)","(0, 6, 0)","(0, -6, 0)"
-5,-18,6,1230.57,1675.54,5,18,6,0.6069388402830683,12.2,129.1,1111.3,1111,0.69,1.17,1.6349999999999998,22,0.9920878876925682,1.350823552779936,0.22363238120247794,0.22363238120247794,"(-5, -18, 6)","(5, 18, 6)","(-5, -18, 6)"
3,8,-4,19192.999999999996,8251.0,3,8,4,1.2623514752995746,362.8,289.4,1111.5,1112,18.13,26.064999999999998,10.905,22,15.473433310159892,6.651971981562512,-0.39936528554290357,0.39936528554290357,"(3, 8, -4)","(3, 8, 4)","(3, 8, -4)"
-9,9,11,5695.119999999999,2872.039999999999,9,11,9,0.7079165694189894,171.4,463.3,1111.8,1112,4.9,10.2,5.0,11,4.5914166369696146,2.3154441413073314,-0.13327178035750645,0.13327178035750645,"(-9, 9, 11)","(9, 11, 9)","(-9, 9, 11)"
-4,3,5,25857.0,10614.999999999998,3,5,4,1.6841869314301194,203.0,334.2,1111.9,1112,4.62,22.66,9.395,20,20.845962856291585,8.557833303149444,1.8960363308689507,1.8960363308689507,"(-4, 3, 5)","(3, 5, 4)","(-4, 3, 5)"
9,11,-12,1226.31,1591.44,9,12,11,0.6402318063763733,492.6,237.1,1112.2,1112,0.72,1.595,1.54,16,0.9886534675445309,1.283021971923142,0.2093911666546458,0.2093911666546458,"(9, 11, -12)","(9, 12, 11)","(9, 11, -12)"
-4,-8,5,98222.0,39855.0,4,8,5,1.1621993968744084,110.5,221.2,1113.1,1113,24.22,41.43000000000001,16.965,24,79.18676426772913,32.1311772300538,1.7106987358158834,1.7106987358158834,"(-4, -8, 5)","(4, 8, 5)","(-4, -8, 5)"
6,11,-8,5317.22,2912.49,6,11,8,0.8010860303702088,440.2,278.0,1113.4,1113,5.21,7.05,3.61,23,4.286752934166019,2.3480550086754333,-0.39319652325981747,0.39319652325981747,"(6, 11, -8)","(6, 11, 8)","(6, 11, -8)"
-5,-17,6,9914.83,4986.160000000001,5,17,6,0.6365628259870125,19.7,139.3,1113.9,1114,0.0,0.74,1.32,26,7.993354909944909,4.01985172895258,1.988470085195822,1.988470085195822,"(-5, -17, 6)","(5, 17, 6)","(-5, -17, 6)"
-1,-17,1,5138.38,2681.5,1,17,1,0.6981179436386382,86.9,84.6,1113.9,1114,12.6,12.58,5.71,13,4.142571784101464,2.161830428864365,-3.9121607795766487,3.9121607795766487,"(-1, -17, 1)","(1, 17, 1)","(-1, -17, 1)"
0,-5,0,662017.9999999999,264637.0,0,5,0,2.3818000000000006,203.0,198.2,1114.4,1114,522.88,588.85,235.49,4,533.7201778317841,213.3508555671747,0.05080916035216467,0.05080916035216467,"(0, -5, 0)","(0, 5, 0)","(0, -5, 0)"
9,12,-12,609.86,1361.51,9,12,12,0.6199577767771367,501.1,247.4,1114.6,1115,2.41,3.04,1.97,7,0.49167029846996896,1.0976519661395197,-1.7476666199367945,1.7476666199367945,"(9, 12, -12)","(9, 12, 12)","(9, 12, -12)"
