h,k,l,Fo^2_raw,Fo^2_sigma_raw,asu_h,asu_k,asu_l,Resolution,xobs,yobs,zobs,frame,Fc^2,Fo^2_fcf,Fo^2_sigma_fcf,fcf_asu_count,Fo^2_scaled,Fo^2_sigma_scaled,SRES,absSRES,Miller,asu,hkl
5,-7,-10,10374.999999999998,4483.71,5,10,7,0.9028189600981162,305.3,83.8,448.6,449,6.72,10.61,4.925,24,8.364344844105084,3.614775577924088,0.4548954170619374,0.4548954170619374,"(5, -7, -10)","(5, 10, 7)","(5, -7, -10)"
3,-2,-7,32095.000000000004,13156.999999999998,2,7,3,1.512444512445269,308.6,166.4,448.7,449,28.92,39.05,16.15,25,25.87505038761954,10.607198565194274,-0.28706444907818984,0.28706444907818984,"(3, -2, -7)","(2, 7, 3)","(3, -2, -7)"
5,-5,-11,95742.0,38610.0,5,11,5,0.9107039915548403,331.8,97.5,448.8,449,90.31,96.245,39.155,12,77.18738352427076,31.12745584876119,-0.4215769043087888,0.4215769043087888,"(5, -5, -11)","(5, 11, 5)","(5, -5, -11)"
1,10,-8,1638.2800000000002,1744.73,1,10,8,0.9271143926019579,409.9,292.9,449.0,449,0.09,2.92,2.11,21,1.3207844695132995,1.406604663118599,0.8750038314138056,0.8750038314138056,"(1, 10, -8)","(1, 10, 8)","(1, 10, -8)"
-6,-2,16,452.63,1255.06,2,16,6,0.6921965649000721,46.2,367.6,449.1,449,1.01,1.32,1.54,26,0.3649111717385335,1.0118317725342196,-0.6375455345168556,0.6375455345168556,"(-6, -2, 16)","(2, 16, 6)","(-6, -2, 16)"
0,-13,6,6946.98,3453.2599999999998,0,13,6,0.8317606392319908,77.8,155.8,449.1,449,7.61,8.39,4.09,11,5.600668563383243,2.7840248169980075,-0.7217361800615715,0.7217361800615715,"(0, -13, 6)","(0, 13, 6)","(0, -13, 6)"
-7,1,17,630.0799999999999,1298.7,1,17,7,0.6468080943482808,57.0,410.7,449.6,450,1.74,2.19,1.93,23,0.5079717011444561,1.0470144240037855,-1.176706137575703,1.176706137575703,"(-7, 1, 17)","(1, 17, 7)","(-7, 1, 17)"
3,-4,-6,29465.999999999996,11986.000000000002,3,6,4,1.5247912031208586,282.1,152.3,449.6,450,48.89,62.7,25.41,24,23.755545559171125,9.663136125440344,-2.601065959803346,2.601065959803346,"(3, -4, -6)","(3, 6, 4)","(3, -4, -6)"
1,-12,3,1463.6999999999998,1308.2800000000002,1,12,3,0.9596545678578257,119.7,140.7,449.7,450,2.08,5.494999999999999,3.0300000000000002,30,1.180037739596782,1.0547378383273063,-0.8532568261990633,0.8532568261990633,"(1, -12, 3)","(1, 12, 3)","(1, -12, 3)"
-2,-13,11,3798.17,2364.27,2,13,11,0.6945469844477352,20.3,199.7,449.8,450,2.86,5.2,3.09,21,3.0620919187021314,1.9060789961033573,0.10602494393740912,0.10602494393740912,"(-2, -13, 11)","(2, 13, 11)","(-2, -13, 11)"
5,-3,-12,14242.999999999998,6272.08,3,12,5,0.8926172884251716,358.0,111.3,450.2,450,9.21,16.995,7.38,24,11.482733842369997,5.056562892512253,0.4494621921415149,0.4494621921415149,"(5, -3, -12)","(3, 12, 5)","(5, -3, -12)"
-3,-5,10,11922.000000000002,5402.38,3,10,5,1.028780908024842,92.2,280.2,450.5,450,8.68,12.7,5.65,21,9.611539203028515,4.355409089050259,0.21388098889963222,0.21388098889963222,"(-3, -5, 10)","(3, 10, 5)","(-3, -5, 10)"
-4,-4,12,2637.85,2024.69,4,12,4,0.897674650644147,76.8,309.7,450.6,451,0.81,3.2,2.14,13,2.1266397153756724,1.6323089505938435,0.8066118334379476,0.8066118334379476,"(-4, -4, 12)","(4, 12, 4)","(-4, -4, 12)"
-5,-3,14,3015.7499999999995,2073.66,3,14,5,0.785256205767043,60.9,338.3,450.7,451,3.87,8.23,3.8649999999999998,26,2.4313034181792683,1.6717886582580195,-0.8605732397537817,0.8605732397537817,"(-5, -3, 14)","(3, 14, 5)","(-5, -3, 14)"
4,6,-14,7268.46,3831.1699999999996,4,14,6,0.7562222562226345,448.2,196.5,450.9,451,5.06,6.89,3.57,25,5.859846354273162,3.0886965818207304,0.2589591865322257,0.2589591865322257,"(4, 6, -14)","(4, 14, 6)","(4, 6, -14)"
-8,8,16,4565.679999999999,2641.04,8,16,8,0.6077286113917683,121.1,481.4,451.0,451,5.13,5.24,2.92,7,3.680859948706863,2.1292114994771367,-0.6805993916757435,0.6805993916757435,"(-8, 8, 16)","(8, 16, 8)","(-8, 8, 16)"
5,-1,-13,2556.95,1924.6299999999999,1,13,5,0.8528212034935609,384.6,125.6,451.0,451,2.06,3.46,2.3,26,2.0614179806394697,1.5516403872105995,0.0009138590688650146,0.0009138590688650146,"(5, -1, -13)","(1, 13, 5)","(5, -1, -13)"
3,0,-8,92059.0,37183.0,0,8,3,1.3938430219587192,335.0,180.5,451.1,451,89.09,123.795,49.864999999999995,12,74.21814187985254,29.977005719359944,-0.49610885954973233,0.49610885954973233,"(3, 0, -8)","(0, 8, 3)","(3, 0, -8)"
-1,16,-6,741.86,1199.7,1,16,6,0.6957312086400668,431.0,379.2,451.2,451,0.36,1.105,1.46,26,0.5980889509443662,0.9672004346479877,0.24616299002286804,0.24616299002286804,"(-1, 16, -6)","(1, 16, 6)","(-1, 16, -6)"
2,7,-9,6981.040000000001,3655.52,2,9,7,1.028780908024842,398.5,251.0,451.2,451,14.38,20.27,8.87,19,5.628127800529289,2.947087215857641,-2.9696685433599566,2.9696685433599566,"(2, 7, -9)","(2, 9, 7)","(2, 7, -9)"
6,3,-18,2982.75,2400.47,3,18,6,0.6199577767771367,471.6,127.7,451.6,452,1.03,1.43,1.6,25,2.4046987550606693,1.9352635053425478,0.7103418998320559,0.7103418998320559,"(6, 3, -18)","(3, 18, 6)","(6, 3, -18)"
-3,-12,13,1262.51,1385.9899999999998,3,13,12,0.6636626233559878,5.9,228.8,451.8,452,3.22,4.105,2.745,20,1.0178379767837216,1.117387788962044,-1.9708126802261687,1.9708126802261687,"(-3, -12, 13)","(3, 13, 12)","(-3, -12, 13)"
0,-18,8,439.53999999999996,1290.18,0,18,8,0.6045878740288136,17.4,117.9,452.2,452,0.17,0.53,1.27,7,0.35435798870148905,1.040145583707711,0.17724248565698383,0.17724248565698383,"(0, -18, 8)","(0, 18, 8)","(0, -18, 8)"
0,2,-1,201085.99999999997,80391.99999999999,0,2,1,5.325866708809,269.6,262.7,452.3,452,379.23,226.72,90.67,10,162.1159178141412,64.81218416455864,-3.349896087973281,3.349896087973281,"(0, 2, -1)","(0, 2, 1)","(0, 2, -1)"
2,14,-13,2282.3100000000004,2096.02,2,14,13,0.6199577767771367,496.3,295.2,452.5,452,2.35,2.3200000000000003,2.1550000000000002,16,1.840002687339709,1.6898153330256522,-0.30180653630780435,0.30180653630780435,"(2, 14, -13)","(2, 14, 13)","(2, 14, -13)"
-7,3,16,2263.1400000000003,1671.2800000000002,3,16,7,0.6720637504830743,83.1,425.1,452.6,453,0.0,1.63,1.57,25,1.8245477966735408,1.3473891326318987,1.3541357522378057,1.3541357522378057,"(-7, 3, 16)","(3, 16, 7)","(-7, 3, 16)"
3,11,-14,3348.9399999999996,2625.08,3,14,11,0.6595785068878961,485.3,252.8,452.9,453,6.32,7.315,4.015,18,2.699921833466726,2.116344516950687,-1.710533487122988,1.710533487122988,"(3, 11, -14)","(3, 14, 11)","(3, 11, -14)"
-6,0,15,7842.23,3920.5800000000004,0,15,6,0.7371485941168371,72.2,381.8,453.1,453,10.12,13.225,6.04,12,6.322420825714334,3.1607790948338814,-1.2014693404207204,1.2014693404207204,"(-6, 0, 15)","(0, 15, 6)","(-6, 0, 15)"
-7,13,11,521.08,704.385,7,13,11,0.6468080943482808,215.6,494.4,453.5,454,0.12,0.76,1.29,20,0.42009569266180996,0.5678765342665022,0.5284523563725495,0.5284523563725495,"(-7, 13, 11)","(7, 13, 11)","(-7, 13, 11)"
-2,-4,7,3355.33,2173.7300000000005,2,7,4,1.4336751243984258,134.4,265.1,454.1,454,11.08,13.52,5.84,21,2.7050734636887825,1.7524652836603907,-4.778940053419164,4.778940053419164,"(-2, -4, 7)","(2, 7, 4)","(-2, -4, 7)"
3,2,-9,7381.3,3784.330000000001,2,9,3,1.2283195621695973,361.5,194.4,454.1,454,4.98,12.63,5.36,27,5.950818178100517,3.0509340842305743,0.31820358988363756,0.31820358988363756,"(3, 2, -9)","(2, 9, 3)","(3, 2, -9)"
5,1,-14,5470.51,2985.95,1,14,5,0.7992797461543818,411.2,139.6,454.3,454,1.56,2.71,2.055,26,4.410335625361476,2.4072786011812606,1.1840489189588632,1.1840489189588632,"(5, 1, -14)","(1, 14, 5)","(5, 1, -14)"
-4,14,3,12198.999999999998,5075.58,3,14,4,0.8010860303702088,312.9,435.1,454.3,454,8.73,12.344999999999999,5.8149999999999995,28,9.83485713284221,4.091942303984857,0.2700079939461184,0.2700079939461184,"(-4, 14, 3)","(3, 14, 4)","(-4, 14, 3)"
-1,-12,8,34191.99999999999,14231.999999999998,1,12,8,0.8237627550181086,62.2,185.0,454.7,455,31.8,35.010000000000005,14.805,20,27.565655798519618,11.473865621330464,-0.3690425128919529,0.3690425128919529,"(-1, -12, 8)","(1, 12, 8)","(-1, -12, 8)"
-7,5,15,5269.320000000001,2851.8199999999997,5,15,7,0.6887152524785957,109.7,438.9,455.1,455,6.77,8.1,4.1,23,4.248135862548416,2.2991427386328445,-1.0968714969611575,1.0968714969611575,"(-7, 5, 15)","(5, 15, 7)","(-7, 5, 15)"
5,-9,-9,27709.0,11284.0,5,9,9,0.870872329893,278.7,69.5,455.3,455,47.0,48.32,19.56,11,22.339048798583885,9.097182382735594,-2.7108339883585333,2.7108339883585333,"(5, -9, -9)","(5, 9, 9)","(5, -9, -9)"
7,-4,-17,1099.6399999999999,1428.57,4,17,7,0.6329562087118609,407.6,57.0,455.4,455,0.03,0.73,1.31,23,0.8865318712647436,1.151715866404164,0.7437006784832871,0.7437006784832871,"(7, -4, -17)","(4, 17, 7)","(7, -4, -17)"
-5,-1,13,2370.6599999999994,1764.9500000000003,1,13,5,0.8528212034935609,88.0,352.5,455.4,455,2.06,3.46,2.3,26,1.9112306263254129,1.4229060657930865,-0.10455319381302058,0.10455319381302058,"(-5, -1, 13)","(1, 13, 5)","(-5, -1, 13)"
7,-6,-16,2609.11,1857.57,6,16,7,0.6449085070028866,381.1,42.9,455.4,455,1.57,2.4450000000000003,1.95,24,2.1034694724051106,1.4975764869459551,0.3562218538119733,0.3562218538119733,"(7, -6, -16)","(6, 16, 7)","(7, -6, -16)"
1,-17,5,2294.02,1611.6699999999998,1,17,5,0.6709961346374604,58.6,101.8,455.5,456,4.88,4.77,3.07,27,1.8494433117372482,1.2993314366167559,-2.3323969565100495,2.3323969565100495,"(1, -17, 5)","(1, 17, 5)","(1, -17, 5)"
4,8,-15,5531.18,3246.75,4,15,8,0.6819073563343858,474.5,210.2,455.6,456,5.3,6.57,3.84,21,4.459247895404065,2.617536060009464,-0.3211998174317014,0.3211998174317014,"(4, 8, -15)","(4, 15, 8)","(4, 8, -15)"
1,12,-9,9479.450000000003,4583.77,1,12,9,0.7921748963276238,435.8,306.6,455.7,456,7.49,10.495000000000001,5.105,22,7.642350721200191,3.6954441413073322,0.041226633491013485,0.041226633491013485,"(1, 12, -9)","(1, 12, 9)","(1, 12, -9)"
-1,-3,4,17799.0,7374.909999999999,1,4,3,2.335547053360634,176.4,251.4,456.1,456,8.89,23.729999999999997,9.82,20,14.349587843877245,5.945666547878461,0.9182465582139551,0.9182465582139551,"(-1, -3, 4)","(1, 4, 3)","(-1, -3, 4)"
0,4,-2,149349.99999999997,59783.00000000001,0,4,2,2.6629333544045,296.0,276.5,456.6,457,129.06,197.77,79.14,10,120.40625565947897,48.19716894603705,-0.17954881022597016,0.17954881022597016,"(0, 4, -2)","(0, 4, 2)","(0, 4, -2)"
7,-2,-18,451.99,1284.86,2,18,7,0.613344704705642,433.1,71.2,456.7,457,0.29,0.75,1.41,23,0.3643952025144152,1.0358565895322274,0.07181998286848824,0.07181998286848824,"(7, -2, -18)","(2, 18, 7)","(7, -2, -18)"
0,15,-8,11145.0,5146.9,0,15,8,0.700529411764706,446.5,349.5,456.7,457,0.1,2.1100000000000003,1.905,10,8.985120316872402,4.149440624397538,2.1412814692733293,2.1412814692733293,"(0, 15, -8)","(0, 15, 8)","(0, 15, -8)"
-3,-3,9,52991.0,21641.000000000004,3,9,3,1.196899534192196,118.8,294.1,456.8,457,78.56,94.685,38.260000000000005,14,42.721445555081694,17.447015592412356,-2.0541366662447627,2.0541366662447627,"(-3, -3, 9)","(3, 9, 3)","(-3, -3, 9)"
7,-8,-15,6718.11,3356.39,7,15,8,0.6477642043961997,354.6,28.7,457.1,457,4.85,4.425000000000001,2.62,22,5.416153131627066,2.705928037716228,0.20922697268213133,0.20922697268213133,"(7, -8, -15)","(7, 15, 8)","(7, -8, -15)"
-4,-2,11,19075.999999999996,8248.869999999997,2,11,4,1.0029187227981178,103.1,323.2,457.1,457,20.92,25.79,10.98,27,15.379107686375768,6.650254771488491,-0.8331849686991835,0.8331849686991835,"(-4, -2, 11)","(2, 11, 4)","(-4, -2, 11)"
2,9,-10,8328.71,4131.360000000001,2,10,9,0.8755670934515157,424.9,263.6,457.1,457,0.04,1.855,1.7149999999999999,20,6.714621932197249,3.3307103339895896,2.003963498141328,2.003963498141328,"(2, 9, -10)","(2, 10, 9)","(2, 9, -10)"
-6,2,14,6031.5,3110.49,2,14,6,0.7752098704353159,98.6,395.6,457.2,457,4.1,7.01,3.755,26,4.8626068363585375,2.507682987387029,0.3041081509083266,0.3041081509083266,"(-6, 2, 14)","(2, 14, 6)","(-6, 2, 14)"
-1,9,-2,36332.0,14891.999999999998,1,9,2,1.2841804960797483,333.1,333.5,457.3,457,48.37,55.81,22.59,32,29.290927891665156,12.00595888370245,-1.5891335538583116,1.5891335538583116,"(-1, 9, -2)","(1, 9, 2)","(-1, 9, -2)"
5,3,-15,2323.82,2018.31,3,15,5,0.7399892543308293,437.6,153.5,457.4,457,1.42,2.59,2.05,27,1.8734681287352561,1.6271653823909142,0.27868594897768906,0.27868594897768906,"(5, 3, -15)","(3, 15, 5)","(5, 3, -15)"
3,4,-10,11986.000000000002,5518.409999999999,3,10,4,1.0651733417618001,387.9,208.4,457.4,457,4.89,13.559999999999999,6.065,26,9.663136125440344,4.448952696979078,1.07286735790232,1.07286735790232,"(3, 4, -10)","(3, 10, 4)","(3, 4, -10)"
-2,19,-5,544.71,1285.9299999999998,2,19,5,0.6030356561299695,441.7,420.9,457.4,457,0.44,0.87,1.36,15,0.43914624385855244,1.0367192255788003,-0.0008235172266347306,0.0008235172266347306,"(-2, 19, -5)","(2, 19, 5)","(-2, 19, -5)"
-7,7,14,10194.999999999998,4627.419999999999,7,14,7,0.6945469844477352,136.0,452.8,457.8,458,11.74,14.825,6.59,12,8.219228499821815,3.730634854796024,-0.9437459406277612,0.9437459406277612,"(-7, 7, 14)","(7, 14, 7)","(-7, 7, 14)"
-3,13,1,4771.13,2201.4,1,13,3,0.8901204519582807,328.6,405.7,457.9,458,0.02,2.7750000000000004,2.0549999999999997,30,3.8464941316679613,1.7747728905843794,2.156047205796575,2.156047205796575,"(-3, 13, 1)","(1, 13, 3)","(-3, 13, 1)"
-2,-11,10,11933.0,5503.509999999999,2,11,10,0.7939333333333335,46.5,214.1,458.0,458,6.26,10.84,5.32,20,9.620407424068047,4.436940288480074,0.757370441245941,0.757370441245941,"(-2, -11, 10)","(2, 11, 10)","(-2, -11, 10)"
-7,9,13,3410.68,1866.0800000000002,7,13,9,0.6887152524785957,162.6,467.0,458.1,458,3.69,4.205,2.42,24,2.7496967395558873,1.5044372652229032,-0.6250199208571144,0.6250199208571144,"(-7, 9, 13)","(7, 13, 9)","(-7, 9, 13)"
0,-11,5,101489.99999999999,40984.0,0,11,5,0.9855958527365601,104.4,169.8,459.0,459,66.13,96.72,39.33,11,81.82143211838314,33.04137918947497,0.4749024557480188,0.4749024557480188,"(0, -11, 5)","(0, 11, 5)","(0, -11, 5)"
2,-16,2,7469.650000000001,3418.14,2,16,2,0.732948283036437,100.9,86.9,459.0,459,10.07,8.73,3.96,13,6.022046117086223,2.7557110058245162,-1.4689326545337864,1.4689326545337864,"(2, -16, 2)","(2, 16, 2)","(2, -16, 2)"
3,-15,-1,4245.260000000001,2023.6300000000003,1,15,3,0.7768575021993446,142.8,71.8,459.1,459,1.56,2.75,2.01,29,3.4225367318443918,1.6314543765663978,1.1416419353168403,1.1416419353168403,"(3, -15, -1)","(1, 15, 3)","(3, -15, -1)"
-7,11,12,6148.6,2806.0399999999995,7,12,11,0.6720637504830743,188.9,480.7,459.1,459,8.64,8.64,4.390000000000001,24,4.957013080333931,2.262234815070133,-1.6280303420013853,1.6280303420013853,"(-7, 11, 12)","(7, 12, 11)","(-7, 11, 12)"
-4,-9,14,12423.0,5785.6,4,14,9,0.6957312086400668,15.6,270.7,459.5,460,13.63,16.09,7.46,21,10.015446361283614,4.664361786029339,-0.7749299485178596,0.7749299485178596,"(-4, -9, 14)","(4, 14, 9)","(-4, -9, 14)"
-3,-10,12,10688.0,5041.509999999999,3,12,10,0.7487124151718143,31.2,243.2,459.5,460,0.15,2.07,1.86,19,8.616686042775436,4.064475004819684,2.0830946266702535,2.0830946266702535,"(-3, -10, 12)","(3, 12, 10)","(-3, -10, 12)"
7,-10,-14,5609.96,2829.4599999999996,7,14,10,0.6411590071610693,328.1,15.0,460.0,460,5.92,6.45,3.43,19,4.522760482085375,2.2811160638652117,-0.612524518172516,0.612524518172516,"(7, -10, -14)","(7, 14, 10)","(7, -10, -14)"
-2,12,-1,7597.4,3512.8799999999997,1,12,2,0.9756232941461255,344.1,376.5,460.0,460,15.14,15.795,6.880000000000001,28,6.125038411431708,2.832090575032277,-3.183147342830146,3.183147342830146,"(-2, 12, -1)","(1, 12, 2)","(-2, 12, -1)"
2,-9,-1,56472.0,22727.0,1,9,2,1.2841804960797483,188.7,139.5,460.0,460,48.37,55.81,22.59,32,45.52783441313758,18.322550869588074,-0.15511844431988261,0.15511844431988261,"(2, -9, -1)","(1, 9, 2)","(2, -9, -1)"
-6,4,13,3165.85,1951.2399999999998,4,13,6,0.8010860303702088,125.2,409.7,460.1,460,1.81,3.81,2.43,23,2.552314325273261,1.5730934201071427,0.47188190846459865,0.47188190846459865,"(-6, 4, 13)","(4, 13, 6)","(-6, 4, 13)"
-1,18,-7,610.18,1212.47,1,18,7,0.6157997300150685,457.4,393.3,460.3,460,0.85,1.04,1.47,23,0.491928283082028,0.9774956330729729,-0.3663154133919705,0.3663154133919705,"(-1, 18, -7)","(1, 18, 7)","(-1, 18, -7)"
4,10,-16,2034.28,2080.05,4,16,10,0.6174528866272319,501.0,224.6,460.4,460,0.53,1.5899999999999999,1.645,16,1.640040426936491,1.6769402884800757,0.6619439192689417,0.6619439192689417,"(4, 10, -16)","(4, 16, 10)","(4, 10, -16)"
-5,1,12,9667.859999999999,4480.52,1,12,5,0.9133786052183337,114.2,366.5,460.5,460,4.55,7.18,3.395,26,7.794247223569136,3.6122037938226237,0.898135157578112,0.898135157578112,"(-5, 1, 12)","(1, 12, 5)","(-5, 1, 12)"
5,5,-16,36321.0,15403.0,5,16,5,0.6807922168207128,464.1,167.3,461.0,461,31.43,38.349999999999994,16.07,14,29.28205967062562,12.4179280610844,-0.17297091099324738,0.17297091099324738,"(5, 5, -16)","(5, 16, 5)","(5, 5, -16)"
-6,-5,17,514.4799999999999,1423.25,5,17,6,0.6365628259870126,11.3,342.8,461.2,461,0.0,0.74,1.32,26,0.41477476003809,1.147426872228681,0.3614825223959247,0.3614825223959247,"(-6, -5, 17)","(5, 17, 6)","(-6, -5, 17)"
0,6,-3,14806.999999999998,6268.889999999999,0,6,3,1.7752889029363337,322.4,290.5,461.3,461,20.97,17.875,7.63,10,11.93743172112424,5.053991108410788,-1.7872149129514443,1.7872149129514443,"(0, 6, -3)","(0, 6, 3)","(0, 6, -3)"
3,6,-11,11369.0,5249.090000000001,3,11,6,0.9243176610636721,414.2,222.1,461.4,461,6.95,11.45,5.42,21,9.165709545313804,4.231826397854802,0.5235823346716189,0.5235823346716189,"(3, 6, -11)","(3, 11, 6)","(3, 6, -11)"
-2,-2,6,119438.00000000003,47977.0,2,6,2,1.795349301288294,160.9,278.9,462.2,462,60.36,176.165,70.68,14,96.29114404725046,38.67914916487997,0.9289538374819097,0.9289538374819097,"(-2, -2, 6)","(2, 6, 2)","(-2, -2, 6)"
1,14,-10,6152.86,3298.9100000000003,1,14,10,0.691030268258802,462.0,320.4,462.3,462,8.35,7.81,4.03,23,4.960447500481968,2.659587551775105,-1.274465470127397,1.274465470127397,"(1, 14, -10)","(1, 14, 10)","(1, 14, -10)"
0,-16,7,426.87,1030.3400000000001,0,16,7,0.6819073563343858,43.3,130.8,462.4,462,0.09,0.46,1.12,12,0.34414341046777236,0.8306620787156853,0.3059528260405387,0.3059528260405387,"(0, -16, 7)","(0, 16, 7)","(0, -16, 7)"
1,-10,2,13647.0,5805.829999999999,1,10,2,1.1621993968744084,146.6,154.8,462.6,463,13.39,20.2,8.31,31,11.00223750240984,4.680671250722952,-0.5101324937574623,0.5101324937574623,"(1, -10, 2)","(1, 10, 2)","(1, -10, 2)"
2,11,-11,947.09,1441.34,2,11,11,0.7592901075871298,451.5,278.4,462.7,463,2.93,5.1,3.075,10,0.7635457694846733,1.1620110648291493,-1.864400689535483,1.864400689535483,"(2, 11, -11)","(2, 11, 11)","(2, 11, -11)"
-4,0,10,15594.999999999998,6770.270000000001,0,10,4,1.1057228911752557,129.7,337.4,462.9,463,1.63,7.42,3.585,12,12.572718828319884,5.458204623392708,2.0048201896685423,2.0048201896685423,"(-4, 0, 10)","(0, 10, 4)","(-4, 0, 10)"
5,7,-17,590.27,1525.4399999999998,5,17,7,0.6250603959799322,489.7,180.9,463.4,463,1.55,1.93,1.86,23,0.47587680300047314,1.2298126456859433,-0.87340392926308,0.87340392926308,"(5, 7, -17)","(5, 17, 7)","(5, 7, -17)"
4,-19,-2,2078.98,1350.86,2,19,4,0.6101165522661072,123.3,18.4,463.5,464,1.82,2.3550000000000004,2.0999999999999996,28,1.6760776524335028,1.089065915769426,-0.1321520997788421,0.1321520997788421,"(4, -19, -2)","(2, 19, 4)","(4, -19, -2)"
0,17,-9,1398.76,1580.79,0,17,9,0.6191194291633625,473.2,363.7,463.8,464,0.03,0.575,1.3450000000000002,10,1.1276829873870293,1.2744359215530485,0.8613088887587026,0.8613088887587026,"(0, 17, -9)","(0, 17, 9)","(0, 17, -9)"
-3,-1,8,4216.52,2552.6899999999996,1,8,3,1.3843931298001442,145.0,308.2,463.8,464,14.95,23.310000000000002,9.74,26,3.3993664888738295,2.057983560491432,-5.612597560481951,5.612597560481951,"(-3, -1, 8)","(1, 8, 3)","(-3, -1, 8)"
-6,6,12,3915.2599999999993,2224.82,6,12,6,0.8103048151890243,151.4,423.7,464.0,464,7.22,10.18,4.9,12,3.1564901006583974,1.793654139379458,-2.265492443681163,2.265492443681163,"(-6, 6, 12)","(6, 12, 6)","(-6, 6, 12)"
-1,-10,7,10752.0,5008.509999999999,1,10,7,0.9723657782268291,88.7,198.9,464.1,464,16.2,19.85,8.67,21,8.668282965187267,4.037870341701085,-1.8652696588666962,1.8652696588666962,"(-1, -10, 7)","(1, 10, 7)","(-1, -10, 7)"
-5,-6,15,1370.02,1642.5400000000002,5,15,6,0.7041939323833987,26.8,314.1,464.2,464,0.05,1.66,1.82,23,1.1045127444164675,1.3242188896613367,0.7963281241865947,0.7963281241865947,"(-5, -6, 15)","(5, 15, 6)","(-5, -6, 15)"
-1,11,-3,13072.0,5817.539999999999,1,11,3,1.0404941610776304,359.6,347.7,464.9,465,12.49,20.53,8.83,29,10.538671402616066,4.690111875120491,-0.4160516101407078,0.4160516101407078,"(-1, 11, -3)","(1, 11, 3)","(-1, 11, -3)"
-5,15,5,1201.8299999999997,712.0499999999998,5,15,5,0.7181397205153176,298.3,464.4,465.1,465,0.05,1.01,1.4,13,0.968917644722006,0.5740560719272313,1.6007454491980186,1.6007454491980186,"(-5, 15, 5)","(5, 15, 5)","(-5, 15, 5)"
-7,-2,18,1483.9199999999996,1810.73,2,18,7,0.613344704705642,22.9,386.4,465.3,465,0.29,0.75,1.41,23,1.196339142271269,1.4598139893557978,0.6208593347370427,0.6208593347370427,"(-7, -2, 18)","(2, 18, 7)","(-7, -2, 18)"
3,8,-12,1492.44,1655.31,3,12,8,0.8084355974395077,440.8,235.6,465.3,465,0.45,2.14,2.01,19,1.203207982567344,1.3345140880863218,0.5644061679764175,0.5644061679764175,"(3, 8, -12)","(3, 12, 8)","(3, 8, -12)"
6,-2,-15,1541.4099999999999,1619.12,2,15,6,0.7315640546375526,399.8,96.4,465.4,465,0.38,1.8250000000000002,1.94,26,1.2426876902315198,1.3053376408662578,0.66089237238192,0.66089237238192,"(6, -2, -15)","(2, 15, 6)","(6, -2, -15)"
0,8,-4,24643.0,10318.999999999998,0,8,4,1.33146667720225,348.8,304.4,465.5,466,14.15,21.515,9.075,10,19.867233734292206,8.319197536994734,0.6872337997587116,0.6872337997587116,"(0, 8, -4)","(0, 8, 4)","(0, 8, -4)"
-1,-15,9,429.95,1276.3500000000001,1,15,9,0.6796825303180479,27.6,160.4,465.7,466,0.77,0.73,1.55,21,0.3466265123588416,1.0289958112552797,-0.41144335381179237,0.41144335381179237,"(-1, -15, 9)","(1, 15, 9)","(-1, -15, 9)"
-5,3,11,29305.999999999996,12221.0,3,11,5,0.9565538987899861,140.6,380.4,466.2,466,7.47,10.72,4.99,23,23.62655325314155,9.852593574921277,1.639827435312701,1.639827435312701,"(-5, 3, 11)","(3, 11, 5)","(-5, 3, 11)"
6,0,-16,16915.0,7479.230000000001,0,16,6,0.6969215109793596,426.8,110.3,466.5,466,33.92,34.31,14.545,12,13.636905353063858,6.029769531409744,-3.363825854583535,3.363825854583535,"(6, 0, -16)","(0, 16, 6)","(6, 0, -16)"
6,-4,-14,5348.09,2795.4,4,14,6,0.7562222562226345,373.5,82.5,466.6,467,5.06,6.89,3.57,25,4.311640387210599,2.2536568267191672,-0.3320645822899526,0.3320645822899526,"(6, -4, -14)","(4, 14, 6)","(6, -4, -14)"
-4,-7,13,6314.66,3281.88,4,13,7,0.7785156844535448,42.3,284.7,466.8,467,7.49,12.89,5.79,21,5.090890969954373,2.6458579332020817,-0.90674143911505,0.90674143911505,"(-4, -7, 13)","(4, 13, 7)","(-4, -7, 13)"
-2,-9,9,25568.999999999996,10890.0,2,9,9,0.924317661063672,73.4,228.3,467.0,467,27.14,33.61,14.1,10,20.61377670543835,8.779538829137772,-0.7433446587082959,0.7433446587082959,"(-2, -9, 9)","(2, 9, 9)","(-2, -9, 9)"
-6,8,11,5806.89,2709.17,6,11,8,0.8010860303702088,178.0,437.7,467.4,467,5.21,7.05,3.61,23,4.681525824750398,2.1841380357883544,-0.241960062317605,0.241960062317605,"(-6, 8, 11)","(6, 11, 8)","(-6, 8, 11)"
4,-1,-10,11710.0,5255.48,1,10,4,1.1009874394743757,350.7,151.3,467.5,468,1.66,5.025,2.565,26,9.440624397539331,4.236978028076857,1.8363617526406946,1.8363617526406946,"(4, -1, -10)","(1, 10, 4)","(4, -1, -10)"
4,1,-11,33989.99999999999,14168.999999999998,1,11,4,1.0137614024805939,377.1,165.3,467.6,468,36.65,50.68,20.71,26,27.402803012157282,11.42307490083132,-0.8095190715391131,0.8095190715391131,"(4, 1, -11)","(1, 11, 4)","(4, 1, -11)"
