frame,SRES,absSRES,Miller,asu,Resolution,zobs,Fo^2_scaled,Fo^2_sigma_scaled,Fc^2
14,1.1996756318024184,1.1996756318024184,"(4, -15, 1)","(1, 15, 4)",0.7655395142864178,14.2,11.473865621330464,4.929553843187884,5.56
14,1.9644213008290612,1.9644213008290612,"(2, -10, 5)","(2, 10, 5)",1.0485289843431855,14.5,6.0005930841896795,3.003730962242877,0.1
15,-0.9722965963781508,0.9722965963781508,"(1, 5, -17)","(1, 17, 5)",0.6709961346374604,15.1,2.809774906089161,2.1292114994771367,4.88
15,-0.5908316377239881,0.5908316377239881,"(-1, 7, -7)","(1, 7, 7)",1.196899534192196,15.3,9.200376227559252,4.332238846079698,11.76
15,0.18014152594114075,0.18014152594114075,"(5, -17, -2)","(2, 17, 5)",0.6678235583082157,15.4,0.7447532028999899,0.8590645720995717,0.59
15,0.21881476805976105,0.21881476805976105,"(3, -15, 7)","(3, 15, 7)",0.7079165694189893,14.7,8.265988210757536,3.8662299544904855,7.42
15,0.2618507327860333,0.2618507327860333,"(-4, 17, -8)","(4, 17, 8)",0.6199577767771367,14.7,0.2636441494861923,0.815900521694426,0.05
15,0.29706034070562715,0.29706034070562715,"(1, -7, 6)","(1, 7, 6)",1.2841804960797483,15.2,13.20800593551553,5.951672752127964,11.44
15,0.46287161108512087,0.46287161108512087,"(-2, 13, -13)","(2, 13, 13)",0.6439649680820838,14.9,2.503393993211546,1.930111875120492,1.61
15,0.7666501890808846,0.7666501890808846,"(-1, 6, -5)","(1, 6, 5)",1.512444512445269,14.8,29.977005719359944,12.42679628212393,20.45
15,1.7373599613490478,1.7373599613490478,"(-3, 11, -2)","(2, 11, 3)",1.028780908024842,15.2,20.759699251634306,8.633616282941817,5.76
16,-2.0004934214894425,2.0004934214894425,"(-3, 0, 17)","(0, 17, 3)",0.6898698471742831,16.3,4.343396680551255,2.507682987387029,9.36
16,-1.0334973450782172,1.0334973450782172,"(-3, 12, -4)","(3, 12, 4)",0.9160769230769232,15.7,7.943580003855749,3.6636959099858037,11.73
16,0.46390931750156666,0.46390931750156666,"(-1, -5, 14)","(1, 14, 5)",0.7992797461543818,16.5,2.417573799606246,1.848580675690675,1.56
16,0.5287475751355275,0.5287475751355275,"(-1, 0, 6)","(0, 6, 1)",1.9578275398195002,16.1,65.59258761603756,26.50146927377565,51.58
16,0.818022227001939,0.818022227001939,"(0, 7, -14)","(0, 14, 7)",0.7608381012584287,15.5,3.1410432720113564,2.1283569254496912,1.4
17,-0.029420138329168323,0.029420138329168323,"(-4, 4, 16)","(4, 16, 4)",0.7017445547625497,16.7,8.779538829137772,4.094514088086322,8.9
17,-0.00996333549270937,0.00996333549270937,"(-1, 5, -3)","(1, 5, 3)",2.0129884039123813,17.2,57.94656867613467,23.42903378453377,58.18
17,0.6805670971347978,0.6805670971347978,"(-2, 1, 10)","(1, 10, 2)",1.1621993968744084,17.1,18.828845670754145,7.991637699870891,13.39
17,1.0857404649388034,1.0857404649388034,"(-1, 8, -9)","(1, 9, 8)",0.9855958527365601,17.1,27.780105507293786,11.697183551144162,15.08
17,1.7071080183016796,1.7071080183016796,"(-3, 13, -6)","(3, 13, 6)",0.8140824804936716,16.9,13.070145408446423,5.816940288480076,3.14
18,0.7040624831962145,0.7040624831962145,"(-5, 6, 18)","(5, 18, 6)",0.6069388402830684,18.1,1.7455964433643154,1.4992936970199737,0.69
19,-0.9596955631198153,0.9596955631198153,"(-3, 14, -8)","(3, 14, 8)",0.7261045450958988,19.0,44.13794231566894,18.237093466843486,61.64
19,-0.5125407317102864,0.5125407317102864,"(-3, 10, 0)","(0, 10, 3)",1.1406753230698694,19.0,85.90645720995715,34.56026359297319,103.62
19,-0.28595738538304616,0.28595738538304616,"(2, -12, 8)","(2, 12, 8)",0.817913478032469,18.8,11.877772779585563,5.568057696015142,13.47
19,-0.28334965001933027,0.28334965001933027,"(-4, 2, 19)","(2, 19, 4)",0.6101165522661072,18.7,1.4211969177381947,1.407459237146045,1.82
19,0.047071982835454246,0.047071982835454246,"(2, -14, 11)","(2, 14, 11)",0.6646955619162451,18.7,5.061714522734309,3.010591740519825,4.92
19,0.42005548235252715,0.42005548235252715,"(0, 8, -16)","(0, 16, 8)",0.665733338601125,19.2,5.399851728952579,3.070669907053098,4.11
19,0.8393666192798267,0.8393666192798267,"(-1, 9, -11)","(1, 11, 9)",0.8358479397145893,19.4,9.405957715293884,4.581976012572076,5.56
20,0.467167516122774,0.467167516122774,"(4, -17, 4)","(4, 17, 4)",0.6646955619162451,20.1,0.4630017584548965,0.9268661529563658,0.03
20,0.7981903039141234,0.7981903039141234,"(1, -9, 9)","(1, 9, 9)",0.9327848698906586,20.2,7.932422169384189,3.824178462724845,4.88
20,1.2727918057951422,1.2727918057951422,"(1, -11, 12)","(1, 12, 11)",0.730187639392646,20.3,10.813586254841592,5.1646987550606696,4.24
22,-1.7856375313997175,1.7856375313997175,"(5, -19, 1)","(1, 19, 5)",0.6053684913636631,22.5,1.4452217347362024,1.1843267337722652,3.56
22,0.5619623043933824,0.5619623043933824,"(5, -13, -9)","(5, 13, 9)",0.7181397205153176,22.3,0.7030483779568039,0.5570629480116608,0.39
22,0.5754966268008633,0.5754966268008633,"(-1, 10, -13)","(1, 13, 10)",0.7247586597032251,22.3,4.462682315552102,2.6458579332020817,2.94
22,0.9022023546502004,0.9022023546502004,"(-3, 15, -10)","(3, 15, 10)",0.6516314877355018,22.0,1.3688421655284417,1.373131159703925,0.13
23,-0.07383638807104018,0.07383638807104018,"(-2, -1, 13)","(1, 13, 2)",0.9028189600981164,22.7,7.605442797637477,3.5830192845834334,7.87
23,-0.022292544574320467,0.022292544574320467,"(-4, 7, 11)","(4, 11, 7)",0.8732102463946483,23.1,12.916160843123622,5.555182651469565,13.04
23,0.6110792507877957,0.6110792507877957,"(-2, -3, 16)","(2, 16, 3)",0.7261045450958988,22.9,10.20409760885186,4.850594427859534,7.24
25,-1.6095760576846803,1.6095760576846803,"(3, -12, 2)","(2, 12, 3)",0.9504416707124915,25.4,0.38713815847125416,0.7970184666974348,1.67
25,-0.551630070193687,0.551630070193687,"(3, -3, -14)","(3, 14, 3)",0.8140824804936716,25.3,19.455264556910254,8.492530948221972,24.14
25,-0.4543587780736452,0.4543587780736452,"(-1, 11, -15)","(1, 15, 11)",0.6393086165574583,25.1,0.5108095318771068,1.2967515904961646,1.1
25,1.8602945013097127,1.8602945013097127,"(2, 0, -13)","(0, 13, 2)",0.9054245036400925,24.8,32.11424698988742,13.328130020505569,7.32
25,2.070312944651582,2.070312944651582,"(2, -1, -11)","(1, 11, 2)",1.0609380433116877,25.4,8.025965777313012,3.7752581306631297,0.21
26,0.04966857458395514,0.04966857458395514,"(2, 1, -15)","(1, 15, 2)",0.785256205767043,25.8,14.529370870405963,6.631373522693416,14.2
26,0.15713133909618154,0.15713133909618154,"(3, -4, -12)","(3, 12, 4)",0.9160769230769235,26.2,12.581587049359419,5.419587551775104,11.73
26,0.3053796343619838,0.3053796343619838,"(-6, 11, 15)","(6, 15, 11)",0.6093174470741016,25.6,2.445895672798864,1.5911200948747757,1.96
26,0.4033831328663083,0.4033831328663083,"(-3, 3, 12)","(3, 12, 3)",0.9356594063500664,25.6,9.852593574921277,4.468688519801604,8.05
26,0.5198926802665674,0.5198926802665674,"(-5, 9, 13)","(5, 13, 9)",0.7181397205153176,26.4,0.862498992247609,0.9088394781887329,0.39
26,1.4376016367237094,1.4376016367237094,"(3, -2, -16)","(2, 16, 3)",0.7261045450958988,26.3,19.292411770547922,8.38369369000952,7.24
27,-1.8252071571085837,1.8252071571085837,"(-3, -1, 18)","(1, 18, 3)",0.6516314877355018,27.1,0.3787294725219514,1.1019409603150028,2.39
27,0.228540004021117,0.228540004021117,"(2, -2, -9)","(2, 9, 2)",1.2623514752995744,27.2,102.1264334912632,41.202561151583474,92.71
27,0.26421159137172634,0.26421159137172634,"(3, -16, 8)","(3, 16, 8)",0.656564423301544,26.7,5.3698126456859425,2.9136217744620936,4.6
27,0.6762769142343259,0.6762769142343259,"(1, 3, -12)","(1, 12, 3)",0.9596545678578257,27.4,3.6714193243093236,2.3532066388974893,2.08
28,-1.0739681165761463,1.0739681165761463,"(-5, 12, 8)","(5, 12, 8)",0.7801845302795705,28.2,8.822267530510068,3.6851489428823476,12.78
28,-0.7102220365146035,0.7102220365146035,"(-1, -2, 9)","(1, 9, 2)",1.2841804960797483,27.6,37.392450912234985,15.456503069993511,48.37
28,-0.6158086759698718,0.6158086759698718,"(1, 4, -14)","(1, 14, 4)",0.8159912345336077,28.0,6.343873858610878,3.4525758151110275,8.47
28,-0.5901953190938144,0.5901953190938144,"(3, -14, 5)","(3, 14, 5)",0.785256205767043,28.4,2.795182651469566,1.82112143854463,3.87
28,-0.3642319340653162,0.3642319340653162,"(-1, -6, 15)","(1, 15, 6)",0.7357404770830004,27.5,12.05755580611428,5.607537403679318,14.1
28,-0.19621107922952719,0.19621107922952719,"(-3, 1, 15)","(1, 15, 3)",0.7768575021993446,27.8,1.2727267734981567,1.4641029835312813,1.56
28,0.12403895025032342,0.12403895025032342,"(3, -1, -18)","(1, 18, 3)",0.6516314877355018,27.7,2.6389890929060074,2.007346018355698,2.39
28,0.30517666140221983,0.30517666140221983,"(-2, 11, -8)","(2, 11, 8)",0.8662522849401447,28.3,8.516717005602517,4.052462596320681,7.28
28,1.0626055983749234,1.0626055983749234,"(0, -3, 5)","(0, 5, 3)",2.0423766504621383,27.8,5.894174431715282,2.902463939990536,2.81
28,1.1017888550966415,1.1017888550966415,"(2, 2, -17)","(2, 17, 2)",0.691030268258802,27.7,1.9901819796346385,1.715557360097679,0.1
28,1.4983869746686584,1.4983869746686584,"(1, 2, -10)","(1, 10, 2)",1.1621993968744084,27.9,35.28987632395295,14.615634475063239,13.39
29,-2.1031503092576727,2.1031503092576727,"(4, -6, -15)","(4, 15, 6)",0.7155424616613842,28.7,2.5754845682438234,1.652052835435495,6.05
29,-0.740203164805066,0.740203164805066,"(-5, 18, -3)","(3, 18, 5)",0.6294102076525346,29.3,0.9062676940872685,1.0452972139297667,1.68
29,0.30849392489255134,0.30849392489255134,"(-1, -4, 12)","(1, 12, 4)",0.9385606827901452,29.3,17.309961267255936,7.487866310691522,15.0
29,0.4241673298428626,0.4241673298428626,"(4, -5, -17)","(4, 17, 5)",0.6555688739444916,28.7,5.440186010644202,2.8295107289116856,4.24
29,0.5607024031029774,0.5607024031029774,"(-2, 12, -10)","(2, 12, 10)",0.7562222562226345,29.3,2.4853753804630396,1.9000727918538547,1.42
29,1.2282745315336394,1.2282745315336394,"(-2, 10, -6)","(2, 10, 6)",1.0064942019561907,28.7,7.4930179409135755,3.568435091982965,3.11
29,1.6132922273268897,1.6132922273268897,"(3, -5, -10)","(3, 10, 5)",1.028780908024842,29.0,25.98630625157005,10.727322650184316,8.68
30,-2.018479860303088,2.018479860303088,"(0, -9, 14)","(0, 14, 9)",0.7155424616613841,29.5,6.054665046473449,3.2526135547078097,12.62
30,-0.9245235640398809,0.9245235640398809,"(2, 3, -19)","(2, 19, 3)",0.6157997300150685,29.9,4.151157834471557,2.7136595140588757,6.66
30,-0.564426418555375,0.564426418555375,"(-4, 5, 14)","(4, 14, 5)",0.7735726777515565,30.1,0.656441845384494,1.0693300929469016,1.26
30,-0.23883763767294192,0.23883763767294192,"(-2, 13, -12)","(2, 13, 12)",0.668876078359731,30.5,1.7730556805103608,1.5782450503291987,2.15
30,0.08447500108058202,0.08447500108058202,"(1, 5, -16)","(1, 16, 5)",0.7091706298695003,29.9,8.616686042775436,4.222385773457262,8.26
30,0.09844459582864706,0.09844459582864706,"(1, 1, -8)","(1, 8, 1)",1.465896566072874,30.4,28.595175641018148,11.93743172112424,27.42
30,0.6591705324737438,0.6591705324737438,"(-1, 4, -1)","(1, 4, 1)",2.806978219050199,29.5,287.6713850899382,115.0861292376718,211.81
30,1.477686411191866,1.477686411191866,"(1, -12, 13)","(1, 13, 12)",0.6720637504830743,29.5,4.795667891548316,2.8664186524743966,0.56
30,1.7836881673848672,1.7836881673848672,"(-6, 14, 10)","(6, 14, 10)",0.6535912861086114,30.4,2.0785820193605296,1.1036581703890216,0.11
31,-1.4913068386221713,1.4913068386221713,"(-4, 3, 17)","(3, 17, 4)",0.6720637504830743,30.7,0.9431675556308527,1.2383986960560367,2.79
31,0.28284995008063957,0.28284995008063957,"(4, -7, -13)","(4, 13, 7)",0.7785156844535448,31.0,8.58040695670462,3.8550721200189284,7.49
31,0.7186050906029875,0.7186050906029875,"(2, -13, 9)","(2, 13, 9)",0.7472371183390332,31.0,2.1781318315388525,1.8760399128367207,0.83
31,0.9905930990992451,0.9905930990992451,"(-5, 17, -1)","(1, 17, 5)",0.6709961346374604,31.1,8.856934212755515,4.014700098730525,4.88
31,0.9976450546598942,0.9976450546598942,"(-5, 7, 16)","(5, 16, 7)",0.6555688739444916,31.3,1.7112683659221957,1.4246232758671051,0.29
32,-1.4058157067730435,1.4058157067730435,"(-2, 9, -4)","(2, 9, 4)",1.1849897898210762,31.8,40.46488640147687,16.56341829610978,63.75
32,-0.9285579947536469,0.9285579947536469,"(0, 6, -11)","(0, 11, 6)",0.9504416707124915,32.5,47.81906024898787,19.687450707763485,66.1
32,0.32503993349321686,0.32503993349321686,"(-2, -4, 17)","(2, 17, 4)",0.6774793396579933,32.5,0.46076857915675945,1.1714516892266886,0.08
32,1.1834333846813978,1.1834333846813978,"(1, 6, -18)","(1, 18, 6)",0.6267894736842107,31.7,3.148766686334877,2.3480550086754333,0.37
32,2.082801887025524,2.082801887025524,"(0, -7, 11)","(0, 11, 7)",0.9133786052183337,32.5,10.616066786233809,4.861752262331092,0.49
32,2.24092479649145,2.24092479649145,"(2, -9, 3)","(2, 9, 3)",1.2283195621695973,31.6,54.77093934206913,22.218924713593843,4.98
33,-0.9848090971094816,0.9848090971094816,"(1, -6, 4)","(1, 6, 4)",1.635826956064938,32.7,132.3356253614764,53.24318671753138,184.77
33,0.46315082339623687,0.46315082339623687,"(1, -10, 10)","(1, 10, 10)",0.8399960939260048,33.2,20.657311608723337,9.062515700490147,16.46
33,1.1164470419598034,1.1164470419598034,"(0, -5, 8)","(0, 8, 5)",1.2623514752995746,33.4,16.151449118727836,7.023574629176329,8.31
33,2.0122859767899928,2.0122859767899928,"(2, -11, 6)","(2, 11, 6)",0.9385606827901452,33.3,6.677722070653666,3.2886588422239496,0.06
33,2.111921752340182,2.111921752340182,"(0, 7, -13)","(0, 13, 7)",0.8065792560748606,32.6,11.714919993223228,5.542307606923988,0.01
34,-0.9025765279010352,0.9025765279010352,"(-6, 18, 3)","(3, 18, 6)",0.6199577767771367,34.3,0.3428534874074766,0.7613166211960998,1.03
34,-0.6092227721089564,0.6092227721089564,"(0, 5, -9)","(0, 9, 5)",1.1567043334812661,33.6,144.17873145881651,58.09249122233062,179.57
34,0.17878087052947725,0.17878087052947725,"(-4, 16, -5)","(4, 16, 5)",0.691030268258802,34.4,0.9972395179146242,0.9354441413073324,0.83
34,0.29467309610255926,0.29467309610255926,"(4, -14, -1)","(1, 14, 4)",0.8159912345336077,34.4,9.688934586646257,4.136565579851962,8.47
34,0.9149678419304048,0.9149678419304048,"(0, 8, -15)","(0, 15, 8)",0.700529411764706,33.7,1.3422375024098425,1.357684331056884,0.1
34,1.029086896362698,1.029086896362698,"(-4, 17, -7)","(4, 17, 7)",0.6329562087118609,34.1,1.3671249554544231,1.2993314366167559,0.03
34,1.506994485293501,1.506994485293501,"(4, -18, 5)","(4, 18, 5)",0.6233455494126856,33.6,2.6441407231280634,1.741307449188832,0.02
35,-0.36394182357640104,0.36394182357640104,"(-2, 2, 8)","(2, 8, 2)",1.4034891095250994,34.8,24.55368545272911,10.23876429109731,28.28
35,-0.2730272326321835,0.2730272326321835,"(2, -3, -7)","(2, 7, 3)",1.512444512445269,35.3,25.98630625157005,10.745059092263382,28.92
35,1.7544809541986928,1.7544809541986928,"(1, -8, 7)","(1, 8, 7)",1.1153800430126395,35.1,8.142639318116759,4.00268769023152,1.12
36,-0.7616706716670998,0.7616706716670998,"(-3, -2, 19)","(2, 19, 3)",0.6157997300150685,35.7,4.568246393999052,2.746270381426977,6.66
36,-0.06429289472021396,0.06429289472021396,"(-2, -2, 14)","(2, 14, 2)",0.8337967760344787,35.9,5.44704678892115,3.001159178141412,5.64
36,-0.06273694596388471,0.06273694596388471,"(-1, -7, 16)","(1, 16, 7)",0.6807922168207128,36.1,5.455632839291242,3.098129144199143,5.65
36,0.0427808702463937,0.0427808702463937,"(5, -9, -16)","(5, 16, 9)",0.6259231436589927,35.7,1.4151826514695658,1.2898908122192165,1.36
36,0.043284737558137026,0.043284737558137026,"(-4, 15, -3)","(3, 15, 4)",0.7531912930989046,36.5,7.063054336840505,3.3049602448984357,6.92
36,0.18795352481578004,0.18795352481578004,"(0, 9, -17)","(0, 17, 9)",0.6191194291633625,35.6,0.2316298715334778,1.072764513094939,0.03
36,0.19612848320664425,0.19612848320664425,"(3, -17, 9)","(3, 17, 9)",0.6117242403028857,35.9,0.5614390119937139,1.180037739596782,0.33
36,0.5891058255981846,0.5891058255981846,"(4, -16, 2)","(2, 16, 4)",0.7168375621992129,36.4,7.186637028035963,3.2534681287352556,5.27
37,-0.3936923444564173,0.3936923444564173,"(-3, 6, 7)","(3, 7, 6)",1.2283195621695973,36.6,9.422887955460265,4.056751590496164,11.02
37,0.5643439267549223,0.5643439267549223,"(-5, 16, 1)","(1, 16, 5)",0.7091706298695003,37.3,10.865183177253419,4.616304090014196,8.26
37,1.0319564395543053,1.0319564395543053,"(4, -8, -11)","(4, 11, 8)",0.8399960939260048,36.6,3.2912306263254134,1.7842135149819192,1.45
